,NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST,SPG,BPG,TOPG,VI,ORTG,DRTG
115,Josh Christopher,Hou,G,20.31,69,17.5,36.4,20.9,17.3,98,0.776,278,0.532,170,0.294,0.498,0.531,7.6,2.4,7.6,2.0,17.7,0.88,0.16,1.49,7.6,100.8,112.5
116,Brandon Clarke,Mem,F,25.53,60,19.4,40.5,17.7,6.6,126,0.659,392,0.666,22,0.227,0.649,0.66,10.3,5.5,14.7,1.3,10.2,0.55,1.13,0.55,8.6,137.3,102.2
117,Gary Clark,Nor,F,27.37,34,9.7,20.3,11.1,8.2,8,0.75,13,0.231,62,0.387,0.52,0.535,2.5,2.4,13.3,0.4,5.6,0.32,0.21,0.21,5.5,115.5,108.1
118,Jordan Clarkson,Uta,G,29.81,74,27.1,56.4,27.1,9.6,163,0.822,493,0.533,560,0.318,0.503,0.531,16.1,3.4,6.8,2.3,13.8,0.84,0.22,1.61,7.4,107.3,107.7
119,Nic Claxton,Bro,F-C,22.96,42,20.5,42.7,15.5,11.0,88,0.58,237,0.675,0,0.0,0.675,0.673,8.8,5.5,14.6,0.9,6.3,0.55,1.14,0.81,6.9,131.0,104.4
120,Amir Coffey,Lac,G-F,24.79,64,22.9,47.7,15.4,8.2,106,0.849,193,0.539,232,0.362,0.541,0.583,8.6,2.8,6.3,1.7,10.8,0.53,0.22,0.66,6.0,117.0,109.9
121,John Collins,Atl,F-C,24.52,54,30.8,64.1,20.5,7.7,169,0.793,468,0.588,176,0.364,0.576,0.61,16.2,7.8,13.9,1.8,9.0,0.61,1.04,1.11,7.9,122.8,106.2
122,Zach Collins,San,F-C,24.37,22,16.7,34.9,18.6,20.3,33,0.818,82,0.512,33,0.333,0.509,0.556,6.5,4.9,15.4,2.0,15.8,0.36,0.68,1.5,9.6,108.4,100.3
123,Darren Collison,Lal,G,34.61,3,12.4,25.8,9.3,12.5,0,0.0,4,0.5,3,0.0,0.286,0.286,1.3,1.3,5.7,0.7,6.7,0.33,0.0,0.33,3.4,64.8,104.0
124,Mike Conley,Uta,G,34.47,68,28.4,59.1,20.8,12.5,153,0.81,349,0.461,387,0.408,0.541,0.573,13.5,3.0,5.7,5.2,27.1,1.32,0.29,1.69,8.4,120.2,107.5
125,Pat Connaughton,Mil,G,29.23,60,26.4,55.0,13.9,6.2,51,0.824,117,0.658,345,0.4,0.615,0.63,10.2,4.3,8.6,1.2,6.4,0.88,0.23,0.53,5.7,125.9,108.9
126,Tyler Cook,Chi,F,24.52,19,10.3,21.5,12.7,12.4,31,0.645,36,0.611,0,0.0,0.611,0.645,3.4,2.7,14.9,0.2,2.0,0.21,0.21,0.37,4.8,128.0,101.2
127,Sharife Cooper,Atl,G,20.81,11,3.2,6.7,23.5,26.3,0,0.0,8,0.25,6,0.167,0.25,0.25,0.6,0.5,7.8,0.5,18.2,0.0,0.0,0.45,6.6,,
128,Petr Cornelie,Den,F,26.68,13,2.9,6.1,24.0,19.3,4,0.75,7,0.571,8,0.125,0.367,0.418,1.1,1.1,20.6,0.2,10.9,0.08,0.08,0.31,8.6,,
129,DeMarcus Cousins,Mil,C,31.63,17,16.9,35.1,22.5,10.6,38,0.816,70,0.6,48,0.271,0.521,0.572,9.1,5.8,18.1,1.1,9.4,0.94,0.47,0.94,9.2,116.0,92.3
130,DeMarcus Cousins,Den,C,31.63,26,14.5,30.1,31.8,21.7,74,0.73,116,0.517,64,0.328,0.508,0.557,9.1,5.9,22.8,1.7,18.2,0.69,0.38,2.27,12.4,100.3,86.8
131,Robert Covington,Por,F,31.3,48,29.8,62.1,12.4,14.2,36,0.833,106,0.462,230,0.343,0.499,0.519,7.6,5.7,10.5,1.4,6.6,1.54,1.31,1.21,5.3,100.8,108.1
132,Robert Covington,Lac,F,31.3,18,21.6,45.1,15.3,9.6,23,0.87,41,0.61,71,0.423,0.625,0.655,8.9,4.8,11.7,1.1,7.2,1.22,1.33,0.72,6.7,124.6,98.9
133,Torrey Craig,Ind,F,31.28,51,20.3,42.2,13.9,11.6,35,0.771,143,0.573,138,0.333,0.537,0.555,6.5,3.8,10.5,1.1,7.7,0.47,0.37,0.76,5.9,112.7,110.0
134,Torrey Craig,Pho,F,31.28,21,21.5,44.8,14.4,14.6,17,0.706,52,0.654,69,0.29,0.529,0.545,6.7,4.8,12.0,1.3,7.9,0.86,0.62,1.05,6.5,105.6,99.4
135,Jae Crowder,Pho,F,31.74,64,28.3,58.9,14.6,9.0,89,0.798,171,0.509,348,0.351,0.52,0.547,9.5,5.3,10.1,1.8,8.1,1.41,0.45,0.86,6.3,109.2,99.5
136,Jarrett Culver,Mem,G-F,23.11,35,8.4,17.6,20.4,11.6,29,0.483,77,0.468,40,0.25,0.436,0.447,3.3,1.3,7.8,0.9,14.0,0.54,0.14,0.49,7.5,96.4,98.8
137,Jarron Cumberland,Por,G,24.52,3,4.1,8.5,7.0,0.0,0,0.0,1,1.0,1,0.0,0.5,0.5,0.7,1.0,13.3,0.3,11.2,0.0,0.0,0.0,5.8,138.0,103.6
138,Cade Cunningham,Det,G,20.52,61,32.8,68.4,27.4,17.3,155,0.839,637,0.474,353,0.32,0.476,0.507,17.6,5.6,9.2,5.6,29.1,1.25,0.67,3.62,10.0,96.9,106.8
139,Seth Curry,Phi,G,31.61,45,34.8,72.5,18.5,13.0,73,0.877,278,0.561,250,0.4,0.58,0.603,15.0,3.4,5.4,4.0,18.0,0.8,0.24,1.87,6.8,113.4,109.2
140,Seth Curry,Bro,G,31.61,17,30.0,62.5,18.9,10.7,18,0.889,81,0.506,111,0.477,0.628,0.643,15.1,2.6,4.7,2.5,12.3,1.0,0.18,1.41,6.2,118.7,109.8
141,Stephen Curry,Gol,G,34.05,64,34.6,72.0,30.8,13.2,298,0.923,474,0.527,750,0.38,0.554,0.601,25.5,5.2,8.2,6.3,30.6,1.33,0.36,3.22,10.9,115.1,105.0
142,Anthony Davis,Lal,F-C,29.06,37,35.1,73.1,26.9,9.4,227,0.709,569,0.578,66,0.182,0.546,0.582,23.1,9.7,14.8,2.9,13.9,1.22,2.32,2.05,9.9,116.2,107.5
143,Ed Davis,Cle,C-F,32.82,28,6.8,14.2,6.3,18.4,14,0.429,16,0.688,0,0.0,0.688,0.632,1.0,2.3,18.5,0.2,4.1,0.11,0.32,0.18,4.5,126.7,91.0
144,Terence Davis,Sac,G,24.88,30,17.9,37.2,25.5,10.3,44,0.818,118,0.542,149,0.329,0.515,0.543,10.4,3.1,9.5,1.3,11.8,0.83,0.37,1.1,7.8,103.4,103.2
145,Gabriel Deck,Okc,F,27.14,7,7.9,16.5,12.4,12.5,0,0.0,10,0.6,4,0.5,0.643,0.643,2.6,0.9,5.5,0.7,13.9,0.14,0.0,0.29,6.0,121.0,114.6
146,Dewayne Dedmon,Mia,C,32.64,65,15.9,33.0,16.8,17.5,95,0.758,236,0.585,43,0.442,0.597,0.631,6.2,5.8,20.6,0.7,6.8,0.35,0.63,1.05,7.4,117.8,89.7
147,Sam Dekker,Tor,F,27.9,1,0.9,1.9,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
148,Javin DeLaurier,Mil,C,20.0,1,2.8,5.8,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,1.0,18.9,0.0,0.0,1.0,0.0,0.0,0.0,,
149,DeMar DeRozan,Chi,G-F,32.65,72,36.2,75.4,31.8,9.0,564,0.874,1328,0.52,134,0.358,0.522,0.59,28.0,5.3,8.3,5.0,23.6,0.89,0.33,2.36,10.0,117.6,110.1
150,Mamadi Diakite,Okc,F,25.19,13,14.4,30.1,13.3,10.4,11,0.545,42,0.595,5,0.0,0.532,0.54,4.3,4.5,15.8,0.2,1.6,0.38,0.69,0.46,4.4,110.1,94.4
151,Cheick Diallo,Det,F-C,25.55,3,10.2,21.3,16.3,8.6,6,0.833,8,0.375,0,0.0,0.375,0.517,3.7,4.0,21.2,0.0,0.0,0.33,0.0,0.33,0.0,115.7,92.1
152,Hamidou Diallo,Det,G,23.67,58,21.9,45.6,21.8,9.0,140,0.65,433,0.55,93,0.247,0.518,0.541,11.0,4.8,11.8,1.3,9.8,1.22,0.29,1.0,7.5,107.5,103.0
153,Gorgui Dieng,Atl,C,32.2,43,8.6,17.9,16.7,14.1,26,0.731,44,0.545,66,0.439,0.614,0.634,3.6,2.8,17.9,0.8,12.8,0.26,0.3,0.47,9.3,125.5,99.7
154,Spencer Dinwiddie,Was,G,28.99,44,30.2,63.0,21.0,11.6,143,0.811,266,0.432,226,0.31,0.447,0.501,12.6,4.7,8.6,5.8,27.7,0.61,0.16,1.66,9.3,108.8,109.4
155,Spencer Dinwiddie,Dal,G,28.99,18,30.5,63.5,22.3,8.1,93,0.72,121,0.579,88,0.386,0.579,0.618,17.2,3.5,6.4,4.2,21.9,0.78,0.28,1.22,8.3,125.3,105.9
156,Donte DiVincenzo,Mil,G,25.16,17,20.1,41.8,19.8,17.7,27,0.852,44,0.409,74,0.284,0.419,0.47,7.2,3.5,9.3,1.7,11.4,0.65,0.18,1.65,7.0,93.9,106.6
157,Donte DiVincenzo,Sac,G,25.16,20,26.4,55.0,17.6,14.3,37,0.838,57,0.333,112,0.366,0.476,0.518,9.6,4.3,8.8,3.4,17.7,1.45,0.15,1.55,7.9,106.8,110.9
158,Luka Doncic,Dal,F-G,23.09,60,35.6,74.1,37.0,15.2,433,0.737,778,0.527,521,0.351,0.527,0.567,28.1,9.2,14.3,8.6,45.3,1.15,0.55,4.43,14.7,109.9,102.4
159,Luguentz Dort,Okc,G,22.95,51,32.7,68.0,23.3,9.8,191,0.843,335,0.487,391,0.332,0.493,0.541,17.2,4.2,6.5,1.7,8.6,0.9,0.35,1.73,6.1,104.5,107.6
160,Ayo Dosunmu,Chi,G,22.2,72,27.2,56.7,13.7,15.5,68,0.676,312,0.596,172,0.372,0.583,0.593,8.5,2.7,5.6,3.3,16.5,0.75,0.4,1.31,6.2,113.3,108.3
161,Damyean Dotson,Nyk,G,27.9,2,10.3,21.5,8.5,0.0,0,0.0,3,0.667,1,0.0,0.5,0.5,2.0,1.0,5.2,0.5,7.1,0.0,0.0,0.0,3.9,113.6,117.8
162,Devon Dotson,Chi,G,22.66,11,7.7,16.1,16.5,15.6,9,0.556,14,0.643,9,0.222,0.522,0.538,2.6,0.8,5.9,1.4,23.8,0.09,0.0,0.45,7.4,109.3,104.6
163,Sekou Doumbouya,Lal,F,21.27,2,8.2,17.1,30.9,17.0,4,0.75,6,0.667,2,0.5,0.688,0.717,7.0,3.0,19.6,0.0,0.0,1.5,1.0,1.0,0.0,118.3,98.4
164,Jeff Dowtin,Gol,G,24.89,4,6.9,14.4,11.0,14.3,0,0.0,5,0.6,1,0.0,0.5,0.5,1.5,1.8,13.7,0.8,14.8,0.0,0.25,0.25,7.5,108.9,103.6
165,Jeff Dowtin,Mil,G,24.89,1,3.0,6.3,14.3,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
166,P.J. Dozier,Den,G-F,25.43,18,18.9,39.4,15.2,11.0,13,0.769,51,0.412,48,0.313,0.439,0.463,5.4,3.5,10.3,1.6,11.3,0.61,0.33,0.72,6.6,100.5,104.3
167,Goran Dragic,Tor,G,35.9,5,18.0,37.4,18.8,2.5,10,1.0,20,0.45,14,0.286,0.441,0.521,8.0,2.8,8.4,1.8,14.4,1.0,0.2,0.2,7.6,122.3,103.6
168,Goran Dragic,Bro,G,35.9,16,25.5,53.1,16.9,20.6,23,0.739,68,0.471,49,0.245,0.427,0.46,7.3,3.2,6.8,4.8,24.8,0.88,0.19,2.06,7.6,97.4,108.3
169,Andre Drummond,Phi,C,28.64,49,18.4,38.4,17.6,22.4,82,0.512,236,0.542,2,0.0,0.538,0.544,6.1,8.8,26.7,2.0,16.2,1.16,0.92,1.61,10.3,111.7,91.7
170,Andre Drummond,Bro,C,28.64,19,22.9,47.7,21.0,14.2,79,0.519,146,0.63,1,0.0,0.626,0.619,11.8,10.0,23.8,1.6,10.5,0.84,0.89,1.58,10.0,122.8,98.4
171,Chris Duarte,Ind,G,24.8,55,28.0,58.4,21.2,11.8,112,0.804,366,0.475,255,0.369,0.507,0.537,13.1,4.1,8.1,2.1,10.9,1.02,0.18,1.64,6.9,104.3,112.9
172,David Duke Jr.,Bro,G,22.47,21,16.2,33.7,16.0,7.1,21,0.81,71,0.423,37,0.243,0.403,0.444,5.0,3.2,10.8,0.8,6.6,0.67,0.33,0.43,5.8,104.5,105.8
173,Kris Dunn,Por,G,28.04,10,23.6,49.3,17.7,21.6,14,1.0,65,0.508,5,0.2,0.493,0.545,8.3,3.2,7.4,5.1,32.5,1.9,0.2,2.1,8.7,107.7,104.1
174,Kevin Durant,Bro,F,33.5,50,36.9,76.8,31.4,12.6,359,0.908,750,0.571,265,0.377,0.569,0.632,29.6,7.3,10.8,6.2,28.8,0.88,0.92,3.38,12.0,120.0,110.0
175,Jaime Echenique,Was,C,24.93,1,3.1,6.5,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
176,Anthony Edwards,Min,G,20.66,67,34.3,71.6,26.3,12.6,254,0.78,596,0.508,559,0.36,0.523,0.555,21.0,4.8,7.4,3.7,17.0,1.49,0.67,2.72,8.4,106.6,108.9
177,Kessler Edwards,Bro,F,21.64,43,20.1,41.8,13.8,14.2,15,0.8,111,0.459,119,0.37,0.509,0.52,5.7,3.5,9.5,0.6,4.1,0.65,0.44,0.91,4.6,99.5,108.0
178,Rob Edwards,Okc,G,25.2,2,5.5,11.4,19.8,20.0,0,0.0,0,0.0,4,0.25,0.375,0.375,1.5,1.5,14.1,0.0,0.0,0.0,0.0,0.5,0.0,59.7,114.0
179,CJ Elleby,Por,F-G,21.79,52,19.3,40.2,15.0,14.3,76,0.737,160,0.456,105,0.286,0.445,0.489,5.6,3.9,11.0,1.4,10.2,0.58,0.31,0.96,6.5,102.8,108.9
180,Wayne Ellington,Lal,G,34.34,40,18.5,38.6,13.4,6.9,5,0.8,22,0.545,191,0.393,0.585,0.588,6.3,1.7,4.9,0.7,5.3,0.58,0.1,0.4,4.2,113.6,113.6
181,Joel Embiid,Phi,C-F,28.04,63,33.6,69.9,37.1,11.1,740,0.818,990,0.52,233,0.365,0.525,0.61,30.0,11.5,19.0,4.3,24.2,1.16,1.46,3.08,13.6,119.3,100.9
182,James Ennis III,Bro,F,31.75,2,6.9,14.3,22.0,0.0,0,0.0,5,0.2,2,0.5,0.357,0.357,2.5,2.5,19.9,0.0,0.0,0.5,0.5,0.0,0.0,93.0,112.1
183,James Ennis III,Lac,F,31.75,2,14.1,29.3,21.6,7.3,4,1.0,7,0.714,4,0.5,0.727,0.784,10.0,2.5,9.3,0.0,0.0,0.5,0.5,0.5,0.0,145.3,99.5
184,James Ennis III,Den,F,31.75,3,4.6,9.7,23.5,13.4,1,0.0,4,0.5,2,0.0,0.333,0.311,1.3,0.7,8.0,1.0,30.2,0.0,0.0,0.33,8.4,82.7,111.1
185,Drew Eubanks,San,F-C,25.16,49,12.1,25.3,17.0,19.2,79,0.747,151,0.55,8,0.125,0.531,0.588,4.7,4.0,17.3,1.0,11.1,0.27,0.61,0.94,8.8,113.5,103.5
186,Drew Eubanks,Por,F-C,25.16,17,29.2,60.8,17.3,13.0,37,0.784,147,0.687,10,0.3,0.672,0.693,14.1,8.9,16.6,1.8,10.1,0.71,0.41,1.53,8.3,132.1,109.9
187,Tacko Fall,Cle,C,26.31,11,5.3,11.1,13.6,16.6,7,0.286,12,0.417,0,0.0,0.417,0.398,1.1,2.1,21.6,0.2,4.6,0.0,0.55,0.27,5.8,91.9,104.4
188,Derrick Favors,Okc,F,30.71,39,16.7,34.9,13.4,4.5,25,0.64,166,0.554,16,0.125,0.522,0.534,5.3,4.7,14.5,0.6,5.9,0.44,0.31,0.23,5.9,119.2,104.3
189,Bruno Fernando,Bos,F-C,23.63,20,2.9,6.1,16.1,23.6,5,0.8,13,0.462,1,1.0,0.536,0.586,1.0,0.8,13.9,0.2,9.7,0.0,0.15,0.25,7.5,,
190,Bruno Fernando,Hou,F-C,23.63,9,8.4,17.6,25.5,15.4,15,0.733,31,0.742,1,0.0,0.719,0.738,6.3,3.7,23.8,0.2,5.2,0.0,0.56,0.78,8.0,126.6,94.0
191,Dorian Finney-Smith,Dal,F,28.91,75,33.2,69.1,13.9,10.1,81,0.667,249,0.586,407,0.386,0.582,0.591,10.9,4.8,8.0,1.8,8.0,1.08,0.49,1.04,5.5,117.8,105.5
192,Malik Fitts,Uta,F,20.0,7,5.0,10.4,13.8,18.2,0,0.0,5,0.0,4,0.5,0.333,0.333,0.9,1.4,15.7,0.0,0.0,0.0,0.0,0.29,0.0,57.1,102.8
193,Malik Fitts,Bos,F,20.0,5,2.1,4.4,16.6,0.0,0,0.0,0,0.0,4,0.25,0.375,0.375,0.6,0.6,15.2,0.0,0.0,0.0,0.0,0.0,0.0,,
194,Malachi Flynn,Tor,G,23.89,40,12.0,25.0,16.4,6.0,23,0.609,81,0.481,81,0.333,0.491,0.503,4.3,1.4,6.4,1.6,18.7,0.45,0.1,0.28,7.1,115.6,105.9
195,Bryn Forbes,San,G,28.69,40,16.9,35.2,21.8,9.4,49,0.898,145,0.448,151,0.417,0.539,0.572,9.1,1.6,4.9,1.0,8.6,0.43,0.08,0.83,5.8,107.5,111.9
196,Bryn Forbes,Den,G,28.69,33,17.2,35.8,20.4,8.4,31,0.903,94,0.447,133,0.406,0.542,0.569,8.3,0.9,2.9,1.0,8.2,0.21,0.06,0.67,4.5,108.2,109.2
197,Aleem Ford,Orl,F,20.0,5,14.7,30.6,14.1,16.7,0,0.0,5,0.8,15,0.133,0.35,0.35,2.8,3.0,10.8,0.4,3.8,0.2,0.0,0.8,4.1,67.4,105.8
198,Trent Forrest,Uta,G,23.8,59,12.8,26.6,12.8,20.9,48,0.792,126,0.548,27,0.185,0.5,0.548,3.2,1.7,7.1,1.8,18.5,0.51,0.08,0.78,6.7,111.8,108.6
199,Evan Fournier,Nyk,G-F,29.42,75,29.7,61.8,20.9,9.5,107,0.701,331,0.465,585,0.393,0.545,0.557,14.3,2.6,4.7,2.1,11.6,0.97,0.24,1.35,5.8,108.9,107.7
200,De'Aaron Fox,Sac,G,24.28,59,35.3,73.6,29.0,11.9,348,0.75,843,0.524,249,0.297,0.506,0.549,23.2,3.9,6.0,5.6,26.7,1.15,0.42,2.85,9.0,107.6,110.7
201,Tim Frazier,Orl,G,31.41,10,20.0,41.6,13.0,21.7,9,0.556,26,0.269,17,0.353,0.372,0.394,3.7,1.9,5.0,3.3,22.7,0.3,0.1,1.3,5.7,89.1,106.0
202,Tim Frazier,Cle,G,31.41,2,4.1,8.4,21.8,50.0,0,0.0,2,0.5,0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,17.7,0.0,0.0,1.0,0.0,57.2,77.5
203,Enes Freedom,Bos,C,29.86,35,11.8,24.5,13.9,15.5,28,0.857,92,0.533,5,0.4,0.536,0.585,3.7,4.6,20.9,0.2,2.8,0.14,0.4,0.57,5.1,122.0,97.2
204,Markelle Fultz,Orl,G,23.84,13,18.5,38.5,28.0,16.1,26,0.808,108,0.481,11,0.273,0.475,0.514,10.3,2.5,7.0,4.5,43.5,1.15,0.38,1.92,10.5,102.4,108.6
205,Wenyen Gabriel,Bro,F,25.02,1,1.3,2.7,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,,
206,Wenyen Gabriel,Lac,F,25.02,6,7.7,16.1,16.9,16.9,4,0.5,8,0.375,5,0.4,0.462,0.474,2.3,2.3,15.9,0.3,6.0,0.17,0.33,0.5,6.1,97.9,86.8
207,Wenyen Gabriel,Lal,F,25.02,13,15.9,33.1,18.2,9.2,25,0.64,47,0.553,21,0.238,0.493,0.525,6.4,4.4,14.8,0.5,4.8,0.31,0.31,0.62,6.1,112.5,96.1
208,Daniel Gafford,Was,F-C,23.5,66,20.0,41.7,16.6,12.8,131,0.702,370,0.692,1,0.0,0.69,0.705,9.2,5.7,15.7,1.0,7.5,0.41,1.42,0.95,7.5,134.6,103.7
209,Danilo Gallinari,Atl,F,33.64,62,25.0,52.0,18.2,5.3,150,0.907,278,0.475,268,0.369,0.514,0.569,11.2,4.6,10.2,1.6,8.8,0.42,0.18,0.55,7.0,118.9,112.0
210,Langston Galloway,Bro,G,30.31,4,14.6,30.3,13.3,27.8,0,0.0,5,0.6,8,0.25,0.462,0.462,3.0,2.0,7.5,1.3,11.0,0.0,0.0,1.25,5.4,80.2,110.1
211,Langston Galloway,Mil,G,30.31,3,16.2,33.7,12.3,7.1,0,0.0,5,0.2,8,0.0,0.077,0.077,0.7,3.3,10.9,2.3,17.2,0.33,0.0,0.33,4.3,56.4,110.0
212,Darius Garland,Cle,G,22.18,63,35.7,74.5,27.8,16.9,222,0.896,658,0.52,423,0.374,0.536,0.576,21.5,3.4,5.2,8.7,40.4,1.29,0.11,3.81,9.6,111.7,108.7
213,Marcus Garrett,Mia,G,23.39,12,10.7,22.3,8.7,7.9,5,0.4,17,0.235,4,0.25,0.262,0.28,1.1,1.9,10.1,0.6,7.1,0.42,0.25,0.17,4.0,89.8,98.2
214,Usman Garuba,Hou,F,20.06,19,8.1,16.9,10.8,10.2,7,0.714,15,0.6,17,0.235,0.469,0.499,1.8,2.5,17.0,0.5,8.0,0.42,0.37,0.21,6.5,113.3,105.4
215,Luka Garza,Det,C,23.26,31,11.6,24.1,20.4,10.0,55,0.655,87,0.506,42,0.333,0.504,0.542,5.4,2.9,13.6,0.5,7.1,0.29,0.16,0.55,6.8,114.7,102.9
216,Rudy Gay,Uta,F-G,35.62,52,18.9,39.3,19.6,10.2,76,0.789,166,0.482,195,0.349,0.504,0.537,8.2,4.4,12.8,1.0,7.5,0.48,0.29,0.87,7.0,110.3,103.2
217,Paul George,Lac,F,31.92,28,35.2,73.4,34.4,15.0,135,0.867,361,0.479,235,0.332,0.487,0.532,24.9,6.8,10.1,5.5,27.3,2.14,0.39,4.14,11.1,98.8,103.6
218,Taj Gibson,Nyk,F,36.77,47,18.1,37.7,9.5,13.0,44,0.795,112,0.563,29,0.448,0.585,0.624,4.3,4.4,13.0,0.6,4.6,0.4,0.79,0.51,5.0,129.8,97.3
219,Josh Giddey,Okc,G,19.47,54,31.5,65.6,22.2,19.5,79,0.709,457,0.492,213,0.263,0.461,0.478,12.5,7.8,12.7,6.4,32.4,0.94,0.37,3.17,10.9,97.8,109.0
220,Shai Gilgeous-Alexander,Okc,G-F,23.72,56,34.7,72.2,30.8,11.1,405,0.81,755,0.514,297,0.3,0.496,0.557,24.5,5.0,7.3,5.9,31.2,1.29,0.8,2.75,10.3,111.3,108.2
221,Anthony Gill,Was,F,29.45,39,9.5,19.8,13.5,10.7,41,0.756,63,0.635,19,0.579,0.689,0.72,3.7,1.7,10.0,0.5,8.2,0.1,0.26,0.31,6.2,140.8,104.4
222,Freddie Gillespie,Orl,F,20.0,9,13.2,27.5,11.0,16.6,7,0.429,21,0.429,1,0.0,0.409,0.419,2.3,4.0,16.0,0.6,5.9,0.33,1.0,0.56,5.4,98.0,98.0
223,Rudy Gobert,Uta,C,29.76,61,32.1,66.9,16.7,14.5,387,0.695,467,0.715,2,0.0,0.712,0.733,15.4,14.6,24.9,1.1,5.1,0.67,2.16,1.77,7.8,138.9,100.2
224,Brandon Goodwin,Cle,G,26.5,33,14.6,30.5,18.4,16.9,38,0.632,95,0.463,55,0.345,0.483,0.507,5.1,2.0,7.7,2.7,27.0,0.73,0.03,1.03,8.3,105.9,103.7
225,Jordan Goodwin,Was,G,23.44,2,3.0,6.1,22.6,0.0,0,0.0,2,0.0,1,0.0,0.0,0.0,0.0,0.5,9.3,0.0,0.0,0.0,0.0,0.0,0.0,,
226,Aaron Gordon,Den,F,26.54,71,31.4,65.5,19.7,12.4,215,0.74,541,0.599,241,0.32,0.562,0.592,14.6,5.7,10.2,2.5,11.8,0.61,0.58,1.75,7.5,114.5,109.2
227,Eric Gordon,Hou,G,33.26,57,29.3,61.0,18.6,14.6,135,0.778,263,0.548,301,0.412,0.585,0.614,13.4,2.0,3.7,2.7,14.1,0.49,0.32,1.88,5.7,111.2,119.1
228,Devonte' Graham,Nor,G,27.1,71,29.2,60.9,19.6,10.6,133,0.842,244,0.402,544,0.342,0.478,0.512,12.2,2.5,4.7,4.3,21.0,0.92,0.17,1.41,7.0,108.9,113.1
229,Jerami Grant,Det,F,28.06,47,31.9,66.5,25.7,9.5,259,0.838,445,0.465,254,0.358,0.491,0.556,19.2,4.1,6.9,2.4,12.5,0.94,1.04,1.81,7.2,109.0,111.0
230,Hassani Gravett,Orl,G,25.71,8,21.4,44.6,12.3,18.5,4,0.75,12,0.583,26,0.423,0.618,0.629,6.3,2.6,6.5,2.5,17.0,0.63,0.13,1.13,6.4,113.0,108.7
231,Danny Green,Phi,G,34.78,56,21.7,45.1,12.3,11.7,12,0.833,44,0.5,244,0.365,0.54,0.547,5.7,2.4,6.3,0.9,6.0,0.89,0.59,0.7,4.3,104.0,106.2
