,NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST,SPG,BPG,TOPG,VI,ORTG,DRTG
350,DeAndre Jordan,Phi,C,33.69,12,13.5,28.1,15.7,23.1,12,0.833,38,0.474,0,0.0,0.474,0.531,3.8,5.5,22.7,0.4,4.4,0.17,0.5,1.08,6.0,108.6,101.9
351,Cory Joseph,Det,G,30.61,65,24.6,51.3,14.3,15.9,113,0.885,243,0.465,157,0.414,0.526,0.579,8.0,2.7,5.9,3.6,21.8,0.65,0.26,1.31,6.9,115.2,109.4
352,Georgios Kalaitzakis,Mil,F,23.24,9,5.3,11.1,17.0,21.1,9,0.444,7,0.429,4,0.5,0.545,0.535,1.8,0.9,8.8,0.0,0.0,0.11,0.11,0.44,0.0,94.0,98.4
353,Frank Kaminsky,Pho,F-C,28.99,9,20.1,41.9,19.0,6.3,20,0.9,51,0.608,15,0.333,0.583,0.635,10.6,4.6,12.2,1.4,10.1,0.89,0.78,0.56,8.1,131.0,101.5
354,Luke Kennard,Lac,G,25.77,66,27.5,57.3,16.4,8.3,70,0.9,197,0.437,394,0.449,0.595,0.616,11.6,3.3,6.3,2.0,10.9,0.58,0.09,0.85,6.2,118.4,110.1
355,Braxton Key,Phi,F,25.13,2,3.2,6.7,28.2,50.0,0,0.0,1,1.0,1,0.0,0.5,0.5,1.0,1.0,17.4,0.5,24.0,0.5,0.0,1.0,9.9,,
356,George King,Dal,F-G,28.21,4,4.8,10.0,16.1,14.5,2,0.5,1,0.0,4,0.0,0.0,0.085,0.3,1.3,14.4,0.0,0.0,0.0,0.0,0.25,0.0,16.7,87.3
357,Louis King,Sac,F,22.99,10,10.4,21.6,21.2,0.0,10,0.7,20,0.35,27,0.296,0.404,0.438,4.5,1.2,6.3,0.9,12.5,0.2,0.1,0.0,6.5,100.0,105.4
358,Corey Kispert,Was,F,23.08,71,22.8,47.5,14.7,8.4,58,0.862,177,0.616,287,0.345,0.555,0.577,8.0,2.6,6.2,1.0,6.5,0.42,0.31,0.63,4.8,113.6,114.3
359,Maxi Kleber,Dal,F,30.17,58,24.6,51.1,13.4,10.9,65,0.708,99,0.586,250,0.324,0.514,0.536,7.0,5.9,13.4,1.2,6.7,0.5,0.98,0.79,6.0,110.1,100.6
360,Brandon Knight,Dal,G,30.33,4,15.4,32.0,23.1,12.7,8,1.0,8,0.75,16,0.25,0.5,0.581,8.0,1.8,6.3,2.0,20.0,0.25,0.0,1.0,8.0,113.1,104.8
361,Nathan Knight,Min,F-C,24.53,36,7.0,14.5,19.6,14.4,57,0.737,66,0.53,10,0.3,0.52,0.599,3.4,2.1,16.3,0.5,10.7,0.19,0.22,0.47,8.7,121.5,98.2
362,Kevin Knox II,Nyk,F,22.64,13,8.5,17.8,19.5,10.1,10,0.7,12,0.417,28,0.357,0.5,0.529,3.6,1.7,10.6,0.2,4.2,0.15,0.08,0.38,5.0,107.3,110.6
363,Kevin Knox II,Atl,F,22.64,15,7.2,15.0,19.6,4.1,10,0.8,19,0.579,23,0.217,0.44,0.485,3.0,1.3,10.1,0.5,9.1,0.13,0.07,0.13,6.9,108.6,105.6
364,John Konchar,Mem,G,26.03,67,17.7,36.9,9.7,9.3,44,0.568,119,0.605,116,0.405,0.606,0.609,4.6,4.5,13.2,1.4,9.8,0.64,0.31,0.39,6.9,131.4,104.6
365,Furkan Korkmaz,Phi,G-F,24.69,62,21.9,45.7,17.6,8.6,78,0.795,197,0.523,255,0.298,0.48,0.51,8.0,2.8,7.0,2.0,13.3,0.52,0.11,0.74,6.5,104.6,111.1
366,Luke Kornet,Cle,F-C,26.71,2,7.5,15.5,18.7,0.0,3,0.667,4,0.25,1,0.0,0.2,0.316,2.0,1.5,11.1,0.5,8.9,0.0,0.5,0.0,6.1,96.8,108.9
367,Luke Kornet,Mil,F-C,26.71,1,3.0,6.3,14.3,0.0,0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,1.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,,
368,Luke Kornet,Bos,F-C,26.71,8,5.2,10.8,12.2,0.0,1,0.0,9,0.556,2,0.0,0.455,0.437,1.3,1.4,14.3,0.4,10.2,0.25,0.0,0.0,6.9,120.9,101.4
369,Vit Krejci,Okc,G,21.78,24,19.7,41.1,11.5,14.3,15,0.933,33,0.485,68,0.397,0.559,0.59,5.3,2.9,7.6,1.5,10.5,0.58,0.21,0.75,5.8,114.5,106.4
370,Arnoldas Kulboka,Cha,F,24.24,1,2.7,5.6,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
371,Jonathan Kuminga,Gol,F,19.49,65,16.8,35.0,23.0,12.2,176,0.682,287,0.599,140,0.307,0.554,0.588,9.1,3.3,10.7,0.9,8.0,0.4,0.31,1.08,7.1,109.8,98.4
372,Kyle Kuzma,Was,F,26.69,66,33.4,69.6,24.2,14.0,219,0.712,561,0.526,375,0.341,0.52,0.547,17.1,8.5,14.0,3.5,16.5,0.64,0.86,2.55,9.6,103.3,109.2
373,Anthony Lamb,San,F,24.2,2,3.9,8.0,10.9,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.5,6.8,1.0,28.9,0.0,0.0,0.0,0.0,,
374,Jeremy Lamb,Ind,G-F,29.84,39,15.7,32.8,20.1,8.4,80,0.838,111,0.414,117,0.333,0.458,0.524,7.1,2.4,8.5,1.3,11.7,0.59,0.36,0.62,7.2,110.4,111.4
375,Jeremy Lamb,Sac,G-F,29.84,12,19.3,40.2,19.7,6.6,19,0.789,53,0.453,38,0.316,0.462,0.498,8.3,4.1,11.5,1.7,12.6,0.33,0.58,0.58,8.0,107.6,113.9
376,Jock Landale,San,C,26.43,50,10.7,22.3,18.3,12.4,34,0.853,108,0.639,81,0.321,0.571,0.601,4.9,2.4,11.8,0.9,11.1,0.2,0.26,0.58,8.2,120.2,108.1
377,Romeo Langford,Bos,G-F,22.43,44,16.6,34.5,13.0,7.4,34,0.588,101,0.495,83,0.349,0.508,0.52,4.7,2.4,7.7,0.4,3.6,0.48,0.36,0.36,4.0,108.0,104.9
378,Romeo Langford,San,G-F,22.43,1,16.1,33.5,15.1,0.0,4,0.25,3,1.0,1,0.0,0.75,0.608,7.0,1.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,113.5,120.9
379,Zach LaVine,Chi,G-F,27.06,64,34.9,72.8,29.0,11.4,363,0.848,687,0.531,454,0.392,0.554,0.604,24.6,4.7,7.5,4.5,20.7,0.63,0.34,2.61,9.2,114.5,112.1
380,Jake Layman,Min,F,28.07,33,6.5,13.5,16.8,11.6,14,0.714,36,0.556,34,0.206,0.436,0.466,2.2,1.0,8.2,0.3,5.7,0.18,0.15,0.3,5.4,92.9,110.7
381,Damion Lee,Gol,G-F,29.44,59,20.0,41.7,15.7,8.5,70,0.871,178,0.539,181,0.343,0.526,0.563,7.4,3.2,8.7,1.0,7.0,0.63,0.08,0.61,5.7,111.3,103.3
382,Saben Lee,Det,G,22.77,34,15.3,31.8,17.0,13.2,53,0.792,103,0.456,52,0.25,0.429,0.491,5.1,2.2,7.9,2.4,23.7,0.94,0.32,0.79,7.8,106.2,108.6
383,Alex Len,Sac,C,28.79,38,16.2,33.8,17.1,17.5,63,0.651,154,0.571,21,0.286,0.554,0.58,6.2,4.2,14.1,1.2,10.6,0.34,0.66,1.13,7.8,110.6,100.8
384,Caris LeVert,Ind,G,27.6,39,31.1,64.8,26.9,9.9,146,0.76,433,0.501,189,0.323,0.496,0.53,18.7,3.8,6.9,4.4,22.9,0.9,0.46,1.92,8.7,108.8,112.4
385,Caris LeVert,Cle,G,27.6,14,28.5,59.4,23.7,11.2,31,0.71,129,0.457,48,0.333,0.469,0.493,13.4,3.4,6.5,3.4,19.0,0.79,0.29,1.71,7.5,100.7,106.6
386,Kira Lewis Jr.,Nor,G,20.99,24,14.2,29.6,22.4,14.7,12,0.833,88,0.523,58,0.224,0.449,0.466,5.9,1.6,6.3,2.0,21.8,0.46,0.04,1.08,7.5,95.4,111.8
387,Scottie Lewis,Cha,G,22.05,2,3.3,6.9,5.7,0.0,2,0.5,0,0.0,0,0.0,,0.568,0.5,0.0,0.0,0.5,17.3,0.5,0.0,0.0,0.0,,
388,Damian Lillard,Por,G,31.71,29,36.4,75.9,29.2,11.6,181,0.878,268,0.485,284,0.324,0.486,0.55,24.0,4.1,6.2,7.3,33.6,0.59,0.38,2.86,9.8,112.9,118.7
389,Nassir Little,Por,F-G,22.13,42,25.9,54.0,15.7,10.1,94,0.734,161,0.584,154,0.331,0.541,0.575,9.8,5.6,11.8,1.3,7.4,0.6,0.86,0.95,6.4,115.8,111.9
390,Isaiah Livers,Det,F,23.68,14,16.9,35.3,12.7,12.8,5,0.8,13,0.538,46,0.391,0.576,0.588,5.1,2.4,7.8,1.0,8.6,0.5,0.36,0.64,5.5,114.2,105.5
391,Kevon Looney,Gol,F,26.15,77,21.6,45.0,12.3,13.8,125,0.6,350,0.571,1,0.0,0.57,0.585,6.2,7.5,18.8,2.0,13.1,0.62,0.68,0.84,8.4,129.5,95.5
392,Brook Lopez,Mil,C,34.0,9,22.5,46.8,19.7,10.7,14,0.786,40,0.5,37,0.324,0.494,0.523,9.7,3.6,8.4,0.7,4.2,0.44,1.11,1.11,5.2,103.8,101.6
393,Robin Lopez,Orl,C,34.0,31,17.2,35.9,19.2,16.9,45,0.556,172,0.57,5,0.4,0.571,0.577,7.3,3.6,11.1,1.5,14.8,0.03,0.55,1.29,7.9,111.3,106.8
394,Didi Louzada,Nor,G,20.0,2,3.5,7.2,18.7,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,1.0,16.0,0.5,17.4,0.0,0.0,0.0,0.0,,
395,Kevin Love,Cle,F-C,33.56,69,22.6,47.0,25.0,10.4,188,0.846,267,0.483,439,0.383,0.54,0.584,13.3,7.2,17.5,2.2,15.4,0.35,0.23,1.33,10.5,115.7,103.1
396,Kyle Lowry,Mia,G,36.02,60,34.0,70.8,18.1,19.5,161,0.851,228,0.531,370,0.373,0.548,0.593,13.2,4.5,7.4,7.5,32.2,1.07,0.28,2.7,9.0,116.8,103.6
397,Timothe Luwawu-Cabarrot,Atl,G-F,26.9,48,12.9,26.9,14.4,9.3,35,0.886,58,0.448,112,0.375,0.524,0.564,4.4,1.5,6.5,0.8,7.7,0.35,0.13,0.4,5.4,113.7,107.4
398,Trey Lyles,Det,F,26.4,51,19.4,40.4,22.4,10.5,176,0.784,238,0.55,146,0.301,0.513,0.576,10.4,4.8,13.3,1.1,9.5,0.43,0.51,1.06,7.8,113.9,106.8
399,Trey Lyles,Sac,F,26.4,19,23.3,48.5,17.0,8.5,51,0.863,86,0.547,52,0.404,0.569,0.626,10.6,6.0,14.0,1.4,8.6,0.26,0.32,0.79,7.7,126.7,111.8
400,Theo Maledon,Okc,G,20.8,49,17.2,35.9,19.8,15.5,91,0.791,147,0.449,139,0.288,0.441,0.497,6.6,2.5,7.4,2.0,17.8,0.59,0.18,1.22,7.5,98.1,108.7
401,Sandro Mamukelashvili,Mil,F-C,22.86,37,9.0,18.7,13.4,9.6,14,0.786,46,0.522,42,0.429,0.58,0.6,3.1,1.8,10.4,0.4,6.6,0.19,0.19,0.27,5.8,126.6,108.0
402,Terance Mann,Lac,G-F,25.45,76,28.8,60.0,15.9,9.7,154,0.786,448,0.536,198,0.359,0.536,0.57,10.7,5.4,9.8,2.6,13.0,0.72,0.22,1.01,7.4,117.5,106.2
403,Tre Mann,Okc,G,21.16,60,22.8,47.5,22.0,10.2,82,0.793,316,0.421,272,0.36,0.476,0.501,10.4,2.9,6.4,1.5,10.7,0.78,0.2,1.18,6.3,97.4,108.8
404,Boban Marjanovic,Dal,C,33.63,20,5.4,11.3,33.6,13.6,20,0.55,58,0.621,3,0.333,0.615,0.616,4.3,1.6,15.9,0.1,3.9,0.0,0.15,0.55,6.5,103.1,91.0
405,Lauri Markkanen,Cle,F-C,24.86,56,31.0,64.5,19.4,6.7,142,0.859,300,0.55,347,0.343,0.531,0.57,14.4,5.6,10.0,1.4,6.8,0.8,0.5,0.91,6.2,115.1,105.3
406,Naji Marshall,Nor,F,24.18,49,12.9,26.9,20.8,12.4,77,0.779,137,0.533,97,0.216,0.447,0.502,5.5,2.6,11.2,1.0,11.8,0.63,0.12,0.78,7.5,103.2,104.3
407,Kenyon Martin Jr.,Hou,F,21.23,74,20.9,43.6,16.5,9.6,116,0.629,342,0.611,151,0.371,0.594,0.606,8.9,3.9,10.1,1.3,9.7,0.43,0.49,0.78,6.8,118.9,113.6
408,Caleb Martin,Mia,F,26.51,57,22.7,47.3,16.4,9.9,90,0.767,244,0.57,145,0.414,0.589,0.615,9.2,3.9,9.6,1.1,7.3,0.98,0.46,0.82,6.0,120.7,103.4
409,Cody Martin,Cha,F,26.51,66,26.4,54.9,12.3,11.7,104,0.692,249,0.522,150,0.387,0.544,0.569,7.7,4.0,8.1,2.5,12.3,1.21,0.45,0.89,6.4,118.7,110.6
410,Kelan Martin,Ind,F,26.66,27,16.4,34.3,18.1,7.5,13,0.692,94,0.511,74,0.297,0.482,0.492,6.3,2.0,6.6,0.8,6.8,0.48,0.33,0.52,5.3,101.7,112.2
411,Kelan Martin,Bos,F,26.66,3,1.9,4.0,23.2,0.0,0,0.0,2,0.0,1,0.0,0.0,0.0,0.0,0.7,18.9,0.0,0.0,0.0,0.0,0.0,0.0,,
412,Garrison Mathews,Hou,G,25.43,60,26.2,54.6,14.4,7.1,165,0.8,71,0.592,353,0.357,0.545,0.598,9.9,2.9,6.0,1.0,5.2,0.87,0.33,0.63,4.7,118.9,110.8
413,Dakota Mathias,Mem,G,26.72,6,2.7,5.6,15.2,0.0,0,0.0,0,0.0,6,0.333,0.5,0.5,1.0,0.3,6.4,0.2,7.9,0.17,0.0,0.0,5.8,,
414,Dakota Mathias,Mem,G,26.72,6,2.7,5.6,15.2,0.0,0,0.0,0,0.0,6,0.333,0.5,0.5,1.0,0.3,6.4,0.2,7.9,0.17,0.0,0.0,5.8,,
415,Wesley Matthews,Mil,G,35.46,45,20.3,42.3,10.6,7.0,21,0.714,57,0.509,145,0.338,0.507,0.521,4.9,1.9,5.0,0.7,4.7,0.49,0.16,0.36,3.7,111.0,107.6
416,Tyrese Maxey,Phi,G,21.4,69,35.6,74.2,20.1,7.1,225,0.858,645,0.507,274,0.412,0.54,0.583,17.2,3.3,5.2,4.3,19.1,0.7,0.43,1.13,7.0,119.3,110.1
417,Skylar Mays,Atl,G,24.57,26,8.3,17.3,15.7,12.8,9,0.889,39,0.615,25,0.32,0.563,0.589,3.1,1.0,6.3,0.7,11.0,0.27,0.0,0.38,6.2,112.8,114.7
418,Miles McBride,Nyk,G,21.56,37,9.1,18.9,13.7,4.7,12,0.667,37,0.378,58,0.224,0.353,0.374,2.0,1.1,6.2,1.1,17.0,0.35,0.03,0.14,5.9,96.5,100.8
419,Mac McClung,Chi,G,23.23,1,2.6,5.4,33.9,50.0,0,0.0,1,1.0,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
420,CJ McCollum,Por,G,30.53,36,35.2,73.3,26.1,9.2,68,0.706,376,0.476,289,0.384,0.52,0.532,20.5,4.3,6.6,4.5,22.1,0.97,0.58,1.94,8.3,107.6,115.2
421,CJ McCollum,Nor,G,30.53,20,35.3,73.5,29.4,9.3,83,0.699,257,0.568,144,0.389,0.574,0.592,25.9,4.8,7.5,6.4,33.0,1.15,0.05,2.25,10.5,118.5,111.1
422,T.J. McConnell,Ind,G,30.02,24,24.2,50.4,15.9,13.0,15,0.8,156,0.538,25,0.28,0.522,0.536,8.4,3.3,7.7,4.8,28.5,1.04,0.38,1.17,8.4,117.2,111.5
423,Jalen McDaniels,Cha,F-C,24.16,50,16.3,34.0,15.0,11.8,64,0.703,129,0.55,97,0.351,0.54,0.569,5.8,3.1,10.0,1.0,8.0,0.42,0.36,0.68,6.4,111.6,106.0
424,Jaden McDaniels,Min,F,21.5,67,26.1,54.4,15.4,11.3,70,0.8,294,0.582,246,0.313,0.531,0.551,9.4,4.3,8.8,1.1,6.1,0.76,0.78,1.09,5.4,107.9,103.0
425,Doug McDermott,San,F,30.24,51,24.0,50.0,18.3,8.1,51,0.784,209,0.512,256,0.422,0.578,0.593,11.3,2.3,4.9,1.3,7.2,0.27,0.12,0.84,5.4,112.4,112.7
426,JaVale McGee,Pho,C-F,34.2,68,15.5,32.4,23.0,15.3,135,0.711,410,0.646,8,0.25,0.641,0.662,9.3,6.6,22.7,0.6,5.6,0.28,1.1,1.26,8.6,122.2,90.3
427,Cameron McGriff,Por,F,24.51,3,15.3,31.9,14.0,0.0,2,1.0,8,0.375,6,0.333,0.429,0.47,4.7,5.0,17.8,1.0,9.3,0.0,0.33,0.0,7.5,125.2,103.8
428,Rodney McGruder,Det,G,30.67,48,14.2,29.5,14.3,9.3,20,0.7,65,0.477,132,0.386,0.546,0.556,4.8,2.1,7.9,0.9,9.4,0.4,0.1,0.44,5.9,112.9,111.1
429,Alfonzo McKinnie,Chi,F,29.54,17,12.1,25.3,15.3,9.8,8,0.25,34,0.441,27,0.333,0.467,0.457,3.5,1.9,9.0,0.3,3.2,0.12,0.18,0.41,4.2,95.5,105.0
430,JaQuori McLaughlin,Dal,G,24.17,4,2.7,5.7,8.3,0.0,0,0.0,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,22.6,0.0,0.0,0.0,0.0,,
431,Jordan McLaughlin,Min,G,25.98,57,14.2,29.6,12.0,14.6,37,0.73,110,0.527,73,0.26,0.473,0.502,3.5,1.5,5.7,2.9,26.8,0.93,0.14,0.6,7.0,118.1,110.0
432,Ben McLemore,Por,G,29.13,58,19.5,40.7,21.3,8.2,74,0.824,107,0.505,374,0.358,0.53,0.556,9.8,1.6,4.4,0.8,6.7,0.52,0.17,0.79,4.8,107.0,113.7
433,De'Anthony Melton,Mem,G,23.84,68,22.5,46.8,21.2,12.9,102,0.725,302,0.444,341,0.375,0.507,0.528,10.7,4.5,10.3,2.6,15.8,1.49,0.5,1.5,8.9,107.1,102.8
434,Sam Merrill,Mem,G,25.88,6,9.6,20.1,19.7,7.2,4,0.5,1,1.0,23,0.304,0.479,0.485,4.2,1.2,6.3,0.7,9.0,0.0,0.0,0.33,6.3,103.5,111.1
435,Chimezie Metu,Sac,F-C,25.03,55,20.9,43.6,18.7,11.1,85,0.776,236,0.551,173,0.295,0.505,0.537,8.7,5.4,14.0,1.0,7.2,0.82,0.55,1.02,6.9,102.9,107.8
436,Khris Middleton,Mil,F,30.64,62,32.4,67.5,26.9,14.2,284,0.891,554,0.493,405,0.378,0.524,0.58,20.3,5.5,8.9,5.4,25.6,1.11,0.27,2.9,10.4,113.0,106.0
437,CJ Miles,Bos,G,35.04,1,2.0,4.2,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
438,Paul Millsap,Bro,F,37.14,24,11.3,23.4,16.5,10.6,17,0.706,58,0.448,27,0.222,0.412,0.443,3.4,3.7,18.0,1.0,11.8,0.21,0.46,0.46,8.2,105.9,95.4
439,Paul Millsap,Phi,F,37.14,9,11.7,24.4,17.5,19.5,7,0.714,22,0.5,8,0.25,0.467,0.499,3.7,2.8,13.2,0.6,6.9,0.56,0.22,0.89,6.3,100.5,93.8
440,Patty Mills,Bro,G,33.64,76,29.1,60.6,16.6,7.7,56,0.821,224,0.429,538,0.401,0.551,0.563,11.7,2.0,3.7,2.3,10.9,0.63,0.22,0.87,5.2,112.4,115.1
441,Shake Milton,Phi,G-F,25.51,49,21.3,44.4,18.4,9.8,60,0.85,243,0.473,116,0.293,0.462,0.497,7.8,2.6,6.9,2.4,17.3,0.49,0.31,0.86,6.9,104.8,106.5
442,Davion Mitchell,Sac,G,23.57,70,26.9,56.0,20.5,10.8,65,0.631,471,0.482,302,0.321,0.482,0.49,11.2,2.3,4.5,3.6,20.3,0.76,0.3,1.39,6.7,101.1,113.2
443,Donovan Mitchell,Uta,G,25.56,64,33.7,70.2,33.2,12.0,295,0.851,681,0.543,631,0.358,0.54,0.579,26.1,4.1,6.7,5.4,28.1,1.48,0.19,3.08,9.9,114.4,106.6
444,Evan Mobley,Cle,C,20.79,67,33.9,70.7,20.3,12.6,241,0.664,715,0.538,91,0.253,0.52,0.548,14.9,8.3,13.4,2.5,11.6,0.81,1.63,1.96,8.0,108.5,104.4
445,Malik Monk,Lal,G,24.15,70,27.8,57.9,19.7,11.3,102,0.784,340,0.568,404,0.391,0.578,0.596,13.4,3.3,6.3,2.7,14.5,0.83,0.37,1.44,7.1,113.1,111.6
446,Greg Monroe,Min,F-C,31.83,3,21.0,43.8,13.4,19.8,5,0.4,14,0.643,0,0.0,0.643,0.617,6.7,7.0,17.7,3.7,24.4,0.67,1.33,1.33,10.6,124.5,100.2
447,Greg Monroe,Was,F-C,31.83,2,8.8,18.3,25.3,20.0,0,0.0,8,0.5,0,0.0,0.5,0.5,4.0,5.0,31.3,0.5,9.4,0.5,0.5,1.0,9.8,114.4,102.1
448,Greg Monroe,Mil,F-C,31.83,5,13.9,29.0,17.8,10.4,9,0.556,22,0.5,0,0.0,0.5,0.52,5.4,4.2,15.9,0.4,4.1,0.6,0.4,0.6,6.0,115.8,102.6
449,Moses Moody,Gol,G,19.84,49,11.9,24.8,15.5,6.3,36,0.778,71,0.549,107,0.346,0.531,0.56,4.4,1.6,7.2,0.4,5.1,0.14,0.2,0.27,4.7,113.1,106.4
450,Matt Mooney,Nyk,G,25.15,1,1.9,4.0,46.1,50.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,
451,Xavier Moon,Lac,G,27.24,6,13.9,29.0,20.2,7.8,3,0.667,24,0.458,10,0.3,0.456,0.467,5.5,1.5,5.7,1.7,18.3,0.83,0.17,0.5,6.9,99.1,109.0
452,Ja Morant,Mem,G,22.64,56,33.3,69.3,33.8,12.5,408,0.762,909,0.536,253,0.34,0.53,0.575,27.6,5.7,8.9,6.7,33.8,1.18,0.38,3.43,12.2,115.3,108.9
453,Juwan Morgan,Tor,F,24.96,1,27.4,57.1,4.7,0.0,0,0.0,1,1.0,2,0.5,0.833,0.833,5.0,4.0,7.9,1.0,4.8,0.0,0.0,0.0,4.0,184.0,106.6
454,Marcus Morris Sr.,Lac,F,32.58,51,29.2,60.8,23.3,8.4,143,0.867,403,0.476,255,0.369,0.506,0.548,15.5,4.5,8.1,2.2,11.7,0.51,0.29,1.29,7.3,107.6,107.4
455,Jaylen Morris,San,G,26.53,3,5.3,11.1,23.1,11.4,4,0.5,4,0.0,2,0.0,0.0,0.129,0.7,0.7,6.5,0.7,13.9,0.0,0.0,0.33,5.3,39.6,105.4
456,Markieff Morris,Mia,F,32.58,16,17.1,35.5,20.9,15.6,9,0.889,71,0.549,33,0.333,0.534,0.551,7.4,2.6,8.7,1.2,11.1,0.19,0.06,1.25,6.7,102.9,101.4
457,Monte Morris,Den,G,26.76,71,29.8,62.0,17.5,8.7,77,0.857,438,0.55,296,0.399,0.569,0.587,12.7,3.0,5.6,4.4,21.2,0.72,0.18,1.03,7.4,120.4,112.6
458,Emmanuel Mudiay,Sac,G,26.07,2,5.5,11.5,18.5,21.0,4,0.75,2,0.0,0,0.0,0.0,0.399,1.5,0.0,0.0,2.0,43.2,0.5,0.0,0.5,0.0,100.4,109.0
459,Mychal Mulder,Orl,G,27.8,15,13.0,27.1,16.8,10.5,2,1.0,21,0.333,46,0.283,0.396,0.405,3.7,1.4,5.7,0.2,2.2,0.27,0.07,0.53,3.1,76.0,111.5
460,Ade Murkey,Sac,G,20.0,1,1.5,3.1,0.0,,0,0.0,0,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
461,Trey Murphy III,Nor,F,21.78,56,13.5,28.0,15.2,4.9,42,0.857,76,0.408,158,0.38,0.517,0.551,5.0,2.3,9.4,0.6,6.7,0.36,0.13,0.23,5.6,120.2,108.6
462,Dejounte Murray,San,G,25.53,67,34.8,72.6,27.2,11.8,241,0.788,938,0.504,288,0.33,0.502,0.533,21.2,8.4,12.6,9.3,40.5,2.03,0.34,2.66,13.6,113.3,106.8
463,Mike Muscala,Okc,F-C,30.75,43,13.8,28.7,20.9,4.9,57,0.842,85,0.506,163,0.429,0.597,0.63,8.0,3.0,11.2,0.5,6.2,0.42,0.6,0.33,6.6,124.3,104.0
464,Svi Mykhailiuk,Tor,G-F,24.81,55,12.9,26.8,16.6,11.3,37,0.865,99,0.505,129,0.302,0.476,0.51,4.5,1.7,7.0,0.8,8.9,0.45,0.07,0.56,5.7,104.9,107.6
465,Abdel Nader,Pho,F,28.52,14,10.4,21.6,15.0,21.8,10,0.6,21,0.381,14,0.286,0.4,0.431,2.4,1.9,10.0,0.5,5.8,0.57,0.29,0.79,5.1,78.9,94.4
466,Larry Nance Jr.,Por,F-C,29.25,37,23.2,48.3,12.4,11.0,49,0.653,136,0.61,62,0.306,0.563,0.581,6.9,5.6,13.3,2.0,12.3,1.03,0.35,0.73,7.3,123.5,109.9
467,RJ Nembhard Jr.,Cle,G,23.03,13,4.6,9.6,15.4,9.6,4,0.75,15,0.4,2,0.0,0.353,0.4,1.2,0.5,5.6,0.9,27.9,0.08,0.0,0.15,7.1,106.8,112.3
